정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
1570000140,,감문리,,대구광역시,달성군,하빈면,128.424021,35.890748,3,20+7+9
7001000100,5191,대명시장앞,Daemyeong Market,대구광역시,남구,대명3동,128.57713,35.85869,7,509+650+706+805+836+달서4+순환2-1
7001000200,20110,대명시장건너,Daemyeong Market,대구광역시,중구,남산4동,128.5778225,35.85865332,7,509+650+706+805+836+달서4-1+순환2
7001000300,2166,계명대학교대명캠퍼스앞,Keimyung University Daemyeong Campus,대구광역시,남구,대명3동,128.5808483,35.85711167,7,509+650+706+805+836+달서4+순환2-1
7001000400,2163,계명대학교대명캠퍼스건너,Keimyung University Daemyeong Campus,대구광역시,중구,남산4동,128.5800067,35.857675,7,509+650+706+805+836+달서4-1+순환2
7001000500,21868,중부소방서건너,Jungbu Fire Station,대구광역시,중구,대신동,128.5755587,35.86312555,4,250+323+909+성서2
7001000600,21869,중부소방서앞,Jungbu Fire Station,대구광역시,중구,남산4동,128.5767557,35.86306947,3,250+323-1+급행6
7001000700,21867,대신센트럴자이,Daesin Central Xi,대구광역시,중구,대신동,128.5780004,35.86373532,5,250+323+909+급행6+성서2
7001000800,21866,청라언덕(신남)역(1번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,대신동,128.5811834,35.86469188,4,250+323+909+성서2
7001000900,21872,엘디스리젠트호텔건너,Eldis Regent Hotel,대구광역시,중구,남산2동,128.5867607,35.86604395,2,405+609
7001001000,21865,엘디스리젠트호텔앞,Eldis Regent Hotel,대구광역시,중구,성내2동,128.5852631,35.86594632,7,405+609+840+909+990+991+북구2
7001001100,21873,현대백화점.동아쇼핑건너,Hyundai Dept. Store. DongA Shopping Center,대구광역시,중구,남산2동,128.5902225,35.86588322,5,405+609+840+990+991
7001001300,2202,봉산문화거리앞,Bongsan Culture Street,대구광역시,중구,성내1동,128.5971833,35.864675,3,306+730+805
7001001400,21876,2호선반월당역1,Banwoldang Station,대구광역시,중구,성내1동,128.5956177,35.86525717,5,609+840+990+991+급행2
7001001500,21875,봉산문화거리건너,Bongsan Culture Street,대구광역시,중구,성내1동,128.5969349,35.86501817,4,306+649+730+805
7001001600,20089,반월당역(2번출구),Banwoldang Station,대구광역시,중구,남산1동,128.5932885,35.86265852,13,204+304+306+349+401+405+410+503+518+649+650+706+805
7001001700,20069,반월당역(1번출구)1,Banwoldang Station,대구광역시,중구,남산2동,128.5930899,35.86334652,8,306+349+401+405+410-1+503+650+805
7001001800,20088,남문시장건너2,Nammun Market,대구광역시,중구,남산1동,128.5920966,35.85955752,12,204+304+306+349+405+410+503+518+649+650+706+805
7001001900,20071,남문시장앞,Nammun Market,대구광역시,중구,남산1동,128.5920553,35.86018265,12,204+304+306+349+405+410-1+503+518+649+650+706+805
7001002000,20080,명덕역(6번출구),Myeongdeok Station,대구광역시,중구,남산1동,128.5912434,35.85780132,12,204+304+306+349+405+410+503+518+649+650+706+805
7001002100,20072,명덕역(7번출구),Myeongdeok Station,대구광역시,중구,남산1동,128.5909663,35.8579277,10,306+349+405+410-1+503+518+649+650+706+805
7001002200,418,명덕네거리1,Myeongdeok (4) Junction,대구광역시,남구,대명2동,128.59202,35.85682167,5,204+304+509+남구1+순환2-1
7001002300,20079,명덕네거리2,Myeongdeok (4) Junction,대구광역시,중구,남산1동,128.5924731,35.85689293,5,204+304+509+남구1-1+순환2
7001002400,20078,상수도사업본부건너,Waterworks HQ,대구광역시,중구,대봉2동,128.5961886,35.85648675,5,204+304+509+남구1-1+순환2
7001002500,5271,상수도사업본부,Waterworks HQ,대구광역시,남구,이천동,128.5972733,35.85602,5,204+304+509+남구1+순환2-1
7001002600,20090,명덕초등학교앞,Myeongdeok Elementary School,대구광역시,중구,남산1동,128.5881743,35.8568719,8,306+509+518+650+706+805+남구1-1+순환2
7001002700,9139,명덕초등학교건너,Myeongdeok Elementary School,대구광역시,남구,대명2동,128.588122,35.85667662,8,306+509+518+650+706+805+남구1+순환2-1
7001002800,20096,남산역(프린스호텔건너),Namsan Station,대구광역시,중구,남산3동,128.5848591,35.85658488,5,509+650+706+805+순환2
7001002900,416,남산역건너(프린스호텔앞),Namsan Station,대구광역시,남구,대명3동,128.5839741,35.85632937,8,306+509+518+650+706+805+남구1+순환2-1
7001003000,20111,경북공고앞,Gyeongbuk Technical High School,대구광역시,중구,남산3동,128.5828075,35.85790098,4,300+609+651+836
7001003100,20109,경북공고건너,Gyeongbuk Technical High School,대구광역시,중구,남산4동,128.5825722,35.85867212,5,300+609+651+808+836
7001003200,20112,남산초등학교앞,Namsan Elementary School,대구광역시,중구,남산2동,128.5825363,35.86238837,4,300+609+651+836
7001003300,20113,남산초등학교건너,Namsan Elementary School,대구광역시,중구,남산4동,128.5823283,35.8627243,5,300+609+651+808+836
7001003400,1020,남산2동주민센터건너,Namsan 2-dong Community Center,대구광역시,중구,남산2동,128.588535,35.86489,1,동구2
7001003500,1203,남문아파트앞,Nammun Apts,대구광역시,중구,남산1동,128.5909583,35.86179333,1,동구2
7001003600,1021,대구향교앞,Daegu Hyanggyo,대구광역시,중구,남산1동,128.5957724,35.86015035,2,401+동구2
7001003700,1024,대구향교건너,Daegu Hyanggyo,대구광역시,중구,남산1동,128.5958817,35.860265,2,401+동구2
7001003800,20122,약령시건너(동성로입구),Yangnyeongsi(Dongseongroad),대구광역시,중구,성내1동,128.5936867,35.86784188,11,204+304+349+401+410+503+518+650+706+730+급행2
7001004100,20124,약령시앞,Yangnyeongsi,대구광역시,중구,성내2동,128.5936009,35.86896927,13,204+304+349+401+410-1+503+518+650+706+730+909+급행2+북구2
7001004300,20123,경상감영공원건너,Gyeongsang-gamyeong Park,대구광역시,중구,성내1동,128.5944494,35.87277117,12,204+304+349+401+410+503+623+706+730+980+가창2+급행2
7001004600,20121,경상감영공원앞,Gyeongsang-gamyeong Park,대구광역시,중구,성내2동,128.5944958,35.87376623,11,204+304+349+401+410-1+503+623+706+730+급행2+북구2
7001004700,129,경진테크빌앞,Gyeongjin Techville,대구광역시,중구,성내2동,128.587775,35.87487833,3,234+651+653
7001004800,20051,대구역센트럴자이,Daegu Station Central Xi,대구광역시,중구,성내3동,128.5877251,35.87538295,3,234+651+653
7001004900,20065,성내3동행정복지센터입구,Seongnae 3-dong Community Service Center,대구광역시,중구,성내3동,128.587423,35.87261897,3,234+651+653
7001005000,128,삼정빌딩앞,Samjeong Building,대구광역시,중구,성내2동,128.5874642,35.87129068,3,234+651+653
7001005100,21880,수창초등학교,Suchang Elementary School,대구광역시,중구,성내3동,128.58214,35.87535333,7,300+523+808+836+939+동구2+북구2
7001005200,20064,달성공원앞,Dalseong Park,대구광역시,중구,성내3동,128.5820033,35.87462163,6,300+523+808+836+939+동구2
7001005300,20067,동산의료원앞1,Dongsan Medical Center,대구광역시,중구,성내2동,128.5823385,35.8685509,7,250+300+836+840+990+991+급행6
7001005400,1046,서문시장,Seomun Market,대구광역시,중구,대신동,128.5822617,35.86739167,9,250+300+323+405+651+808+836+급행6+성서2
7001005500,20066,동산의료원앞2,Dongsan Medical Center,대구광역시,중구,성내2동,128.582364,35.86736837,5,405+651+990+991+북구2
7001005600,1201,대신동광명맨션앞,Daesin-dong Gwangmyeong Mansion,대구광역시,중구,대신동,128.5755467,35.86663333,1,909
7001005700,1202,서문시장5지구앞,Seomun Market,대구광역시,중구,대신동,128.5785833,35.86894667,1,909
7001005800,5111,섬유회관앞,Textile Center,대구광역시,중구,성내2동,128.5838733,35.87061667,19,156+240+309+425+524+623+651+653+724+840+909+939+990+991+급행1+급행3+급행5+급행6+동구2
7001005900,21879,섬유회관건너1,Textile Center,대구광역시,중구,성내3동,128.583329,35.87072513,13,156+240+309+425+524+623+653+724+939+급행1+급행3+급행5+동구2
7001006000,21878,섬유회관건너2,Textile Center,대구광역시,중구,성내2동,128.5853899,35.87052495,3,323+651+급행6
7001006100,2229,곽병원앞2,Kwak's hospital,대구광역시,중구,성내2동,128.5892833,35.87035333,4,급행1+급행3+급행5+급행6
7001006200,2235,곽병원건너,Kwak's hospital,대구광역시,중구,성내2동,128.58967,35.87029167,12,156+309+425+524+623+724+909+939+급행1+급행3+급행5+급행6
7001006300,2391,곽병원앞1,Kwak's hospital,대구광역시,중구,성내2동,128.589635,35.87041,6,156+309+425+524+623+724
7001006400,2237,만경관건너,MMC Megaplex Cinemas,대구광역시,중구,성내2동,128.5905233,35.87045333,3,234+240+323-1
7001006500,2228,만경관앞,MMC Megaplex Cinemas,대구광역시,중구,성내2동,128.59024,35.870545,4,234+240+323+939
7001006600,20118,CGV대구한일건너,CGV DAEGU-HANIL,대구광역시,중구,성내1동,128.5963301,35.8708197,10,156+234+240+309+323+425+524+724+939+980
7001006700,20119,CGV대구한일앞,CGV DAEGU-HANIL,대구광역시,중구,성내1동,128.5967327,35.87058132,4,156+323-1+524+급행6
7001006800,20120,2.28기념중앙공원앞,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,128.5983161,35.87030917,12,234+240+309+425+518+650+724+909+939+급행1+급행3+급행5
7001006900,20117,2.28기념중앙공원건너1,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,128.5980172,35.8705917,6,518+가창2+급행1+급행3+급행5+급행6
7001007000,21881,적십자혈액원앞,Red Cross Blood Center,대구광역시,중구,성내3동,128.5784245,35.87832838,2,204+618
7001007100,20056,적십자혈액원건너,Red Cross Blood Center,대구광역시,중구,성내3동,128.5788371,35.87804302,2,204+618
7001007200,20052,중구보건소건너,Jung Community Health Center,대구광역시,중구,성내3동,128.5848913,35.87691725,5,101-1+204+618+808+북구2
7001007300,20063,중구보건소앞,Jung Community Health Center,대구광역시,중구,성내3동,128.5849514,35.8770983,4,101+204+618+808
7001007400,20062,대구콘서트하우스앞,Daegu Concert House,대구광역시,중구,성내2동,128.592459,35.87562782,8,101+204+349+618+651+653+708+808
7001007500,2203,경대사대부설고등학교앞,Kyungpook National University High School ,대구광역시,중구,대봉1동,128.6005217,35.863515,10,306+309+609+649+805+840+939+990+991+급행2
7001007600,20103,경북대학교치과병원,Kyungpook National University Dental hospital,대구광역시,중구,삼덕동,128.6014872,35.86360348,10,306+309+609+649+805+840+939+990+991+급행2
7001007700,2075,방천시장(김광석길)건너,Bangcheon Market(KimKwangseok-gil),대구광역시,중구,삼덕동,128.60572,35.86268,8,309+403+609+649+840+939+990+991
7001007800,2076,방천시장(김광석길)앞,Bangcheon Market(KimKwangseok-gil),대구광역시,중구,대봉1동,128.6063617,35.862305,8,309+403+609+649+840+939+990+991
7001007900,20097,대백프라자앞,Debec Plaza,대구광역시,중구,대봉1동,128.6043902,35.85521205,5,234+304+323+509+순환2
7001008000,20095,대봉성당,Daebong Catholic Church,대구광역시,중구,대봉2동,128.600723,35.85543885,5,234+304+509+730+순환2
7001008100,20073,건들바위건너,Geondeulbawi,대구광역시,중구,대봉2동,128.5985589,35.85745307,2,234+730
7001008200,20077,건들바위앞,Geondeulbawi,대구광역시,중구,대봉2동,128.5985036,35.85825927,2,234+730
7001008300,20074,봉산가구골목(동편),Bongsan Gagu Golmok,대구광역시,중구,성내1동,128.5992273,35.86151838,4,234+240+730+동구2
7001008400,1036,봉산가구골목(서편),Bongsan Gagu Golmok,대구광역시,중구,성내1동,128.59911,35.86121,4,234+240+730+동구2
7001008500,20076,봉산육거리,Bongsan Junction,대구광역시,중구,성내1동,128.5992326,35.86275288,4,234+240+730+동구2
7001008600,633,청구타운앞,Cheonggu Town,대구광역시,중구,대봉1동,128.6034733,35.86138333,1,323-1
7001008700,20099,청구타운건너,Cheonggu Town,대구광역시,중구,대봉1동,128.6041736,35.86037343,1,323
7001008800,20094,청운맨션앞,Cheongun Mansion,대구광역시,중구,대봉1동,128.6046642,35.85718537,1,323-1
7001008900,20098,청운맨션건너,Cheongun Mansion,대구광역시,중구,대봉1동,128.6046304,35.85675148,1,323
7001009000,3165,구.대봉도서관앞,Former Daebong Public Library,대구광역시,중구,대봉1동,128.6022091,35.856554,2,240+401
7001009100,3166,구.대봉도서관건너,Former Daebong Public Library,대구광역시,중구,대봉2동,128.6019733,35.85674,2,240+401
7001009200,3168,대구맨션앞,Daegu Mansion,대구광역시,중구,대봉1동,128.6008317,35.860105,2,240+401
7001009300,3167,대구맨션건너,Daegu Mansion,대구광역시,중구,대봉2동,128.6009383,35.85980667,2,240+401
7001009400,20075,삼덕교회,Samdeok Church,대구광역시,중구,삼덕동,128.6000157,35.86615017,5,234+240+309+939+동구2
7001009500,20102,삼덕성당앞,Samdeok Catholic Church,대구광역시,중구,삼덕동,128.5997461,35.86751068,5,234+240+309+939+동구2
7001009600,20107,국채보상운동기념공원,Gukchae Bosang Park,대구광역시,중구,동인1.2.4가동,128.6037691,35.86825647,4,306+323-1+403+805
7001009700,20108,경북대학교병원건너,Kyungpook National University hospital,대구광역시,중구,삼덕동,128.6032251,35.86579912,4,306+323-1+403+805
7001009800,20100,경북대학교병원앞,Kyungpook National University hospital,대구광역시,중구,삼덕동,128.6032542,35.8652267,4,306+323+403+805
7001009900,20092,중구청건너,Jung District Office,대구광역시,중구,동인1.2.4가동,128.6071431,35.86875107,7,518+724+805+909+가창2+급행3+급행5
7001010000,2061,중구청앞,Jung District Office,대구광역시,중구,동인1.2.4가동,128.6069017,35.868935,7,518+724+805+909+가창2+급행3+급행5
7001010100,20093,동인초등학교앞,Dongin Elementary School,대구광역시,중구,동인1.2.4가동,128.6107708,35.86840893,5,518+724+805+909+가창2
7001010200,20091,동인초등학교건너,Dongin Elementary School,대구광역시,중구,동인1.2.4가동,128.6106674,35.86860913,5,518+724+805+909+가창2
7001010300,20104,대구광역시청앞,City Hall,대구광역시,중구,동인1.2.4가동,128.6010079,35.87219917,3,524+급행6+동구2
7001010400,2169,대구광역시청건너,City Hall,대구광역시,중구,성내1동,128.6008167,35.87202333,3,524+급행6+동구2
7001010500,20022,대구역건너,Daegu Station,대구광역시,중구,성내1동,128.5974934,35.87442578,8,101-1+401+618+651+708+808+980+가창2
7001010600,20061,대구역앞,Daegu Station,대구광역시,중구,성내1동,128.5976212,35.8745935,6,101+401+618+651+708+808
7001010700,20058,교동시장앞,Gyodong Market,대구광역시,중구,성내1동,128.5993492,35.87404432,6,101-1+401+618+651+708+980
7001010800,20105,태평상가건너,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,128.6025953,35.87339012,7,101-1+401+524+618+651+708+980
7001010900,116,태평상가앞2,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,128.6031967,35.87336,1,524
7001011000,3188,동인네거리1,Dongin (4) Junction,대구광역시,중구,동인1.2.4가동,128.606095,35.87251667,2,425+651
7001011100,549,동인네거리2,Dongin (4) Junction,대구광역시,중구,동인3가동,128.606795,35.872665,2,425+651
7001011200,20059,신천교1,Sincheongyo (Bridge),대구광역시,중구,동인3가동,128.6097303,35.8731018,2,425+651
7001011300,20057,신천교2,Sincheongyo (Bridge),대구광역시,중구,동인3가동,128.6098361,35.87332018,2,425+651
7001011400,20106,동인치안센터건너,Dongin Police Operations Center,대구광역시,중구,동인1.2.4가동,128.604262,35.87115765,7,156+306+403+425+650+980+가창2
7001011500,20101,동인치안센터앞,Dongin Police Operations Center,대구광역시,중구,동인1.2.4가동,128.6044923,35.87121083,5,156+306+403+425+650
7001011600,20068,달성공원건너,Dalseong Park,대구광역시,중구,성내3동,128.5822358,35.87255362,7,300+523+808+836+939+동구2+북구2
7001011700,20116,2.28기념중앙공원건너2,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,128.5990478,35.87035722,2,650+909
7001011800,20070,반월당역(1번출구)2,Banwoldang Station,대구광역시,중구,남산2동,128.5929393,35.86258183,5,204+304+518+649+706
7001012000,1229,성명여자중학교,Seongmyeong Girls' Middle School,대구광역시,중구,성내2동,128.5860567,35.86887,3,840+990+991
7001012200,20021,대구콘서트하우스건너,Daegu Concert House,대구광역시,중구,성내2동,128.5926094,35.87539107,9,101-1+204+349+618+651+653+708+808+북구2
7001012300,21874,2호선반월당역2,Banwoldang Station,대구광역시,중구,성내1동,128.5956279,35.86491107,6,609+649+840+990+991+급행2
7001012400,1023,남문시장건너1,Nammun Market,대구광역시,중구,남산1동,128.59167,35.86164,1,동구2
7001012500,1025,남산2동주민센터앞,Namsan 2-dong Community Center,대구광역시,중구,남산2동,128.58913,35.86405667,1,동구2
7001012600,127,매일신문사건너,Maeil Newspaper Company,대구광역시,중구,성내2동,128.5870283,35.868525,1,동구2
7001012700,20060,태평상가앞1,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,128.6025827,35.8735832,5,101+401+618+651+708
7001013500,21877,매일신문사앞,Maeil Newspaper Company,대구광역시,중구,성내2동,128.5871519,35.86818405,2,323-1+동구2
7001013700,20114,약령시입구,Yangnyeongsi,대구광역시,중구,성내2동,128.5892817,35.86638,7,405+609+840+909+990+991+북구2
7001013800,21870,청라언덕(신남)역(2번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,남산4동,128.580695,35.86426667,1,323-1
7001013900,21871,청라언덕(신남)역(8번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,남산2동,128.5838733,35.86519,3,323-1+405+609
7011000100,20522,불로전통시장앞,Bullo Traditional Market,대구광역시,동구,불로.봉무동,128.6411525,35.91062727,7,101+101-1+401+급행1+동구8+팔공1+팔공2
7011000200,20575,불로전통시장건너,Bullo Traditional Market,대구광역시,동구,불로.봉무동,128.6408969,35.91059817,7,101+101-1+401+급행1+동구8+팔공1+팔공2
7011000300,20523,불로동고분군앞,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,128.6412378,35.91459735,7,101+101-1+401+급행1+동구8+팔공1+팔공2
7011000400,20574,불로동고분군건너,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,128.6409893,35.91508832,7,101+101-1+401+급행1+동구8+팔공1+팔공2
7011000900,1852,봉무청구새들마을앞,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,128.6419017,35.92996555,9,101+101-1+401+급행1+급행6+동구8+북구2+팔공1+팔공2
7011001000,20528,봉무청구새들마을건너,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,128.6416712,35.9300752,9,101+101-1+401+급행1+급행6+동구8+북구2+팔공1+팔공2
7011001100,20527,파군재삼거리2,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,128.6438468,35.93401005,7,101+101-1+401+동구8+북구2+팔공1+팔공2
7011001200,2418,파군재삼거리1,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,128.6435133,35.93584,7,101+101-1+401+동구8+북구2+팔공1+팔공2
7011001300,1855,공산동행정복지센터건너,Gongsan-dong Community service Center,대구광역시,동구,공산동,128.6457148,35.93988017,3,401+팔공1+팔공2
7011001400,20463,공산동행정복지센터앞,Gongsan-dong Community service Center,대구광역시,동구,공산동,128.6455184,35.94004218,3,401+팔공1+팔공2
7011001500,1856,팔공보성아파트건너,Palgong Boseong Apts,대구광역시,동구,공산동,128.646605,35.94233333,4,401+급행1+팔공1+팔공2
7011001600,2540,팔공보성아파트앞,Palgong Boseong Apts,대구광역시,동구,공산동,128.6464036,35.94224102,4,401+급행1+팔공1+팔공2
7011001700,9170,대구중앙중고등학교건너,Daegu Joongang Middle and High School,대구광역시,동구,신천1.2동,128.6167431,35.86808403,6,518+724+805+909+급행3+급행5
7011001800,20023,대구중앙중고등학교앞,Daegu Joongang Middle and High School,대구광역시,수성구,수성4가동,128.6165584,35.86786883,6,518+724+805+909+급행3+급행5
7011001900,659,청구고등학교앞,Cheonggu High School,대구광역시,동구,신천3동,128.6219035,35.8675761,3,518+724+805
7011002000,20250,청구고등학교건너,Cheonggu High School,대구광역시,수성구,범어3동,128.6236687,35.86714143,2,518+724
7011002100,20472,신천LH아파트건너,Sincheon LH Apt,대구광역시,동구,신천1.2동,128.6139285,35.87396062,5,101-1+425+651+동구2+북구3
7011002200,2056,신천LH아파트앞,Sincheon LH Apt,대구광역시,동구,신천1.2동,128.6138783,35.87408833,5,101+425+651+동구2+북구3
7011002300,9063,신천역(2번출구),Sincheon Station,대구광역시,동구,신천1.2동,128.6167217,35.874481,5,101+425+651+동구2+북구3
7011002400,20473,역전시장앞,Yeokjeon Market,대구광역시,동구,신천3동,128.6202074,35.87511635,4,425+651+909+북구3
7011002500,2037,역전시장건너,Yeokjeon Market,대구광역시,동구,신천3동,128.62092,35.87543667,4,425+651+909+북구3
7011002600,476,신천3동행정복지센터건너,Sincheon 3-dong Community service Center,대구광역시,동구,신천3동,128.6236878,35.87422172,2,805+동구1-1
7011002700,474,솔렌스힐앞,Solens Hill,대구광역시,동구,신천3동,128.6238033,35.87145667,1,805
7011002800,477,솔렌스힐건너,Solens Hill,대구광역시,동구,신천3동,128.6235933,35.87125833,1,805
7011002900,473,한국건강관리협회앞,Korea Association of Health Promotion,대구광역시,동구,신천3동,128.6232817,35.86900667,1,805
7011003000,2058,신천3치안센터앞,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천3동,128.6201467,35.870015,3,410-1+909+동구1
7011003100,2524,신천3치안센터건너,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천1.2동,128.620095,35.86986667,3,410+909+동구1-1
7011003200,655,명문오하임아파트앞,Myoungmoon OhaIm Apts,대구광역시,동구,신천3동,128.6197083,35.87249833,1,동구1
7011003300,658,명문오하임아파트건너,Myoungmoon OhaIm Apts,대구광역시,동구,신천3동,128.619745,35.87261667,1,동구1-1
7011003400,656,신천초등학교앞,Sincheon Elementary School,대구광역시,동구,신천3동,128.6230267,35.87188,1,동구1
7011003500,657,신천초등학교건너,Sincheon Elementary School,대구광역시,동구,신천3동,128.6230667,35.87189667,1,동구1-1
7011003600,5076,신천역(5번출구),Sincheon Station,대구광역시,동구,신천3동,128.6183783,35.87324667,2,410-1+909
7011003700,5152,신천역(4번출구),Sincheon Station,대구광역시,동구,신천1.2동,128.6185533,35.87276167,2,410+909
7011003800,9150,한국국토정보공사건너,Korea Land and Geospatial Informatix Corporation,대구광역시,동구,신천3동,128.6241079,35.87600177,3,425+651+909
7011003900,468,한국국토정보공사앞,Korea Land and Geospatial Informatix Corporation,대구광역시,동구,신천3동,128.6242633,35.87622333,4,425+651+909+북구3
7011004000,9059,동대구역복합환승센터앞,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,128.6299233,35.877535,10,156+413+425+524+651+708+909+937+동구1-1+순환2-1
7011004100,9193,동대구역복합환승센터건너,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,128.630105,35.87736167,14,156+399+413+425+524+55+555+651+708+818+909+937+동구1+순환2
7011004200,5552,대구지방법원등기국앞,Daegu Registry Office,대구광역시,동구,효목2동,128.63459,35.87864167,6,156+399+413+818+909+동구1
7011004300,20485,대구지방법원등기국건너,Daegu Registry Office,대구광역시,동구,효목2동,128.6346965,35.87899548,4,156+413+909+동구1-1
7011004400,20665,청기와주유소건너,Chunggiwa Gas Station,대구광역시,동구,효목1동,128.6483207,35.87807548,7,156+323+518+55+555+651+708
7011004500,20666,효목네거리3,Hyomok (4) Junction,대구광역시,동구,효목1동,128.6461973,35.87728168,7,156+323+518+55+555+651+708
7011004600,20367,CMB대구방송,CMB Daegu Broadcasting,대구광역시,동구,신천4동,128.6312917,35.86875485,6,399+518+55+555+818+순환2
7011004700,20219,구.동부정류장(메트로팔레스),Former Dongbu Bus Termimal,대구광역시,수성구,만촌1동,128.6329587,35.87012327,4,518+524+급행5+순환2-1
7011004800,20366,코오롱아파트,Kolon Apts,대구광역시,동구,신천4동,128.6323216,35.8698892,8,399+518+524+55+555+818+급행5+순환2
7011004900,20221,수성도서관앞,Suseong Public Library,대구광역시,수성구,만촌1동,128.6380803,35.87268878,5,518+55+555+651+708
7011005000,20656,수성도서관건너,Suseong Public Library,대구광역시,동구,효목2동,128.6378871,35.87292795,8,399+518+55+555+651+708+818+동구1
7011005100,20222,한전동대구지사건너,KEPCO Dongdaegu District Office,대구광역시,수성구,만촌1동,128.6412181,35.87417593,9,399+413+518+55+555+651+708+909+급행5
7011005200,2044,한전동대구지사,KEPCO Dongdaegu District Office,대구광역시,동구,효목2동,128.641147,35.87447892,9,399+413+518+55+555+651+708+909+급행5
7011005300,495,동구시장앞,Donggu Market,대구광역시,동구,효목2동,128.6393217,35.87409,3,413+909+동구1-1
7011005400,492,동구시장건너,Donggu Market,대구광역시,동구,효목2동,128.639295,35.87429667,5,399+413+818+909+동구1
7011005500,20484,동구기억쉼터건너,Dong-gu Memory Shelter,대구광역시,동구,효목2동,128.6391872,35.87754888,3,413+909+동구1-1
7011005600,491,동구기억쉼터앞,Dong-gu Memory Shelter,대구광역시,동구,효목2동,128.6387763,35.87761618,5,399+413+818+909+동구1
7011005700,462,경북아파트앞(신천동),Sincheon Gyeongbuk Apts,대구광역시,동구,신천4동,128.6328783,35.87642167,8,425+524+55+555+651+708+937+순환2
7011005800,5149,경북아파트건너(신천동),Sincheon Gyeongbuk Apts,대구광역시,동구,효목2동,128.6328333,35.87666667,6,425+524+651+708+937+순환2-1
7011005900,463,팔공정보문화센터건너,Palgong Information Culture Center,대구광역시,동구,신천4동,128.634368,35.87407742,8,425+524+55+555+651+708+937+순환2
7011006000,2035,팔공정보문화센터앞,Palgong Information Culture Center,대구광역시,동구,효목2동,128.6346605,35.87390093,6,425+524+651+708+937+순환2-1
7011006100,20363,영남일보건너,Yeongnam Ilbo,대구광역시,동구,신천4동,128.6264777,35.86910878,5,399+814+8140+818+수성4
7011006200,20368,영남일보앞,Yeongnam Ilbo,대구광역시,동구,신천3동,128.6261155,35.86818597,4,724+814+8140+수성4
7011006300,20364,상공회의소건너,Chamber of commerce and industry,대구광역시,동구,신천4동,128.6257988,35.87139963,5,399+814+8140+818+수성4
7011006400,2038,상공회의소앞,Chamber of Commerce and Industry,대구광역시,동구,신천3동,128.6251583,35.87195667,3,814+8140+수성4
7011006500,461,동부소방서건너,Dongbu Fire Station,대구광역시,동구,신천4동,128.625734,35.87516907,4,399+814+8140+수성4
7011006600,471,동부소방서앞,Dongbu Fire Station,대구광역시,동구,신천3동,128.6253333,35.87522333,3,814+8140+수성4
7011006700,9060,동대구역,Dongdaegu Station,대구광역시,동구,신암3동,128.6269944,35.87939167,12,156+413+524+708+805+814+8140+818+937+북구3+수성4+순환2-1
7011006800,9061,동대구역건너,Dongdaegu Station,대구광역시,동구,신암3동,128.6268752,35.87861628,12,156+413+524+708+805+814+8140+818+937+북구3+수성4+순환2
7011006900,2045,동대구맨션,Dongdaegu Mansion,대구광역시,동구,신암4동,128.6256881,35.8819125,7,156+401+524+708+937+수성4+순환2-1
7011007000,1989,동대구이안센트럴D아파트,Dongdaegu Ian Central D Apts,대구광역시,동구,신암3동,128.6253549,35.8814462,2,401+팔공2
7011007100,2046,파티마병원건너2,Fatima hospital,대구광역시,동구,신암4동,128.6249567,35.88265167,5,413+805+814+818+북구3
7011007200,2094,KT동대구지사앞,KT Dongdaegu District Office,대구광역시,동구,신암4동,128.6263983,35.88458333,9,618+805+808+814+818+980+동구3+북구3+팔공1
7011007300,20669,KT동대구지사건너,KT Dongdaegu District Office,대구광역시,동구,신암4동,128.626135,35.88463398,11,413+618+805+808+814+818+980+동구3+북구3+팔공1+팔공2
7011007400,185,신암4동행정복지센터앞,Sinam 4-dong Community Service Center,대구광역시,동구,신암4동,128.6299487,35.88549267,9,618+805+808+814+818+980+동구3+북구3+팔공1
7011007500,183,신암4동행정복지센터건너,Sinam 4-dong Community Service Center,대구광역시,동구,신암4동,128.6298565,35.88569937,10,618+805+808+814+818+980+동구3+북구3+팔공1+팔공2
7011007600,186,동구청역(4번출구),Dong District Office Station,대구광역시,동구,신암4동,128.632325,35.88467833,2,101+401
